user_id,group,device,age_group,session_duration_sec,add_to_cart,checkout,purchased,order_value
U01878,control,mobile,18-24,99,0,0,0,0
U01982,control,desktop,25-34,87,0,0,0,0
U09730,treatment,mobile,18-24,87,1,1,0,0
U09609,treatment,mobile,25-34,129,0,0,0,0
U02686,control,mobile,35-44,56,1,1,0,0
U08931,treatment,desktop,35-44,85,0,0,0,0
U03459,control,desktop,45+,74,0,0,0,0
U04542,control,mobile,25-34,75,0,0,0,0
U02179,control,desktop,18-24,105,0,0,0,0
U04451,control,mobile,25-34,75,0,0,0,0
U03860,control,desktop,25-34,102,0,0,0,0
U07624,treatment,tablet,35-44,156,1,1,1,249638
U07655,treatment,mobile,25-34,117,1,1,1,283223
U04520,control,mobile,25-34,89,0,0,0,0
U02518,control,mobile,18-24,101,1,0,0,0
U04837,control,mobile,35-44,71,0,0,0,0
U02886,control,tablet,35-44,122,0,0,0,0
U07282,treatment,tablet,25-34,118,1,1,1,170143
U06256,treatment,mobile,25-34,154,1,0,0,0
U04540,control,mobile,25-34,115,0,0,0,0
U05640,treatment,mobile,18-24,123,1,0,0,0
U09460,treatment,mobile,35-44,90,0,0,0,0
U03482,control,mobile,18-24,94,0,0,0,0
U01278,control,tablet,25-34,78,1,1,1,179187
U03147,control,desktop,25-34,138,1,1,1,155476
U08263,treatment,mobile,45+,92,0,0,0,0
U03206,control,desktop,18-24,38,0,0,0,0
U09893,treatment,tablet,18-24,78,1,0,0,0
U02743,control,mobile,35-44,127,0,0,0,0
U06077,treatment,mobile,35-44,126,1,1,1,221749
U04048,control,mobile,25-34,51,0,0,0,0
U05732,treatment,mobile,35-44,129,1,0,0,0
U02946,control,mobile,18-24,88,0,0,0,0
U05791,treatment,desktop,25-34,58,0,0,0,0
U06795,treatment,desktop,45+,125,0,0,0,0
U06544,treatment,desktop,25-34,90,1,0,0,0
U00701,control,mobile,18-24,83,1,0,0,0
U03575,control,desktop,35-44,81,1,1,0,0
U07700,treatment,tablet,18-24,130,1,1,1,234136
U02516,control,tablet,35-44,89,0,0,0,0
U03001,control,desktop,35-44,67,1,1,1,209288
U05821,treatment,mobile,45+,69,1,0,0,0
U08582,treatment,tablet,18-24,49,0,0,0,0
U03685,control,desktop,25-34,111,0,0,0,0
U02996,control,desktop,18-24,103,1,1,0,0
U04253,control,mobile,18-24,130,0,0,0,0
U03412,control,mobile,45+,62,0,0,0,0
U07963,treatment,mobile,25-34,106,0,0,0,0
U06310,treatment,tablet,35-44,114,0,0,0,0
U08612,treatment,mobile,25-34,119,1,1,1,206866
U05013,treatment,mobile,35-44,147,0,0,0,0
U07751,treatment,mobile,25-34,165,0,0,0,0
U05980,treatment,mobile,18-24,158,1,1,0,0
U04049,control,desktop,45+,70,1,1,1,232425
U04900,control,desktop,18-24,143,1,1,1,116937
U01319,control,mobile,25-34,67,0,0,0,0
U09773,treatment,tablet,18-24,119,1,1,0,0
U09138,treatment,desktop,25-34,75,0,0,0,0
U07143,treatment,desktop,45+,99,0,0,0,0
U01898,control,mobile,18-24,106,1,1,1,140436
U07466,treatment,mobile,35-44,85,1,1,1,253356
U00604,control,mobile,25-34,87,1,0,0,0
U02847,control,desktop,35-44,89,0,0,0,0
U08208,treatment,desktop,25-34,86,0,0,0,0
U00394,control,desktop,25-34,160,1,1,1,50000
U04437,control,mobile,35-44,85,0,0,0,0
U09448,treatment,desktop,18-24,150,0,0,0,0
U07235,treatment,desktop,25-34,136,1,0,0,0
U05399,treatment,desktop,18-24,86,1,0,0,0
U00096,control,mobile,25-34,161,1,0,0,0
U01663,control,desktop,25-34,112,0,0,0,0
U08971,treatment,mobile,18-24,51,1,1,1,205896
U05131,treatment,mobile,35-44,136,0,0,0,0
U01489,control,mobile,25-34,125,0,0,0,0
U08317,treatment,tablet,18-24,110,1,1,1,50000
U02708,control,mobile,35-44,91,0,0,0,0
U01596,control,mobile,18-24,58,0,0,0,0
U09278,treatment,mobile,18-24,115,1,0,0,0
U02378,control,desktop,25-34,106,1,1,1,203440
U05141,treatment,desktop,25-34,115,0,0,0,0
U06148,treatment,mobile,45+,126,0,0,0,0
U08242,treatment,desktop,25-34,49,0,0,0,0
U03949,control,mobile,18-24,26,1,1,1,124615
U03934,control,mobile,25-34,46,0,0,0,0
U04798,control,desktop,25-34,90,0,0,0,0
U04373,control,mobile,18-24,90,1,1,1,277030
U09863,treatment,desktop,45+,148,0,0,0,0
U08243,treatment,desktop,35-44,82,0,0,0,0
U03449,control,mobile,18-24,136,1,0,0,0
U02944,control,desktop,18-24,112,0,0,0,0
U02466,control,mobile,25-34,114,1,1,1,224332
U08583,treatment,desktop,18-24,80,1,0,0,0
U05507,treatment,mobile,25-34,94,1,1,1,188439
U02699,control,desktop,25-34,103,0,0,0,0
U02448,control,mobile,18-24,136,0,0,0,0
U00020,control,mobile,35-44,109,0,0,0,0
U02749,control,desktop,25-34,84,0,0,0,0
U05400,treatment,mobile,18-24,130,0,0,0,0
U08079,treatment,mobile,18-24,123,0,0,0,0
U06872,treatment,desktop,25-34,140,0,0,0,0
U04709,control,desktop,25-34,33,0,0,0,0
U09477,treatment,mobile,18-24,122,0,0,0,0
U00810,control,mobile,25-34,68,0,0,0,0
U07478,treatment,tablet,18-24,154,0,0,0,0
U02274,control,desktop,18-24,105,1,1,0,0
U01924,control,mobile,25-34,81,0,0,0,0
U01471,control,mobile,25-34,49,1,0,0,0
U07935,treatment,mobile,25-34,103,0,0,0,0
U07408,treatment,desktop,45+,142,0,0,0,0
U02407,control,mobile,25-34,95,0,0,0,0
U01143,control,desktop,18-24,107,0,0,0,0
U01748,control,mobile,18-24,94,0,0,0,0
U05710,treatment,mobile,35-44,142,1,1,1,164559
U04976,control,mobile,18-24,55,0,0,0,0
U07301,treatment,mobile,18-24,137,1,1,1,215367
U08149,treatment,desktop,18-24,91,1,1,1,226533
U02834,control,mobile,35-44,78,0,0,0,0
U03132,control,desktop,25-34,112,0,0,0,0
U01311,control,mobile,25-34,51,0,0,0,0
U08651,treatment,mobile,35-44,137,0,0,0,0
U06775,treatment,mobile,18-24,118,0,0,0,0
U06757,treatment,mobile,18-24,107,0,0,0,0
U00621,control,mobile,18-24,87,1,1,0,0
U02702,control,tablet,35-44,75,0,0,0,0
U02200,control,mobile,45+,77,1,1,1,113055
U06197,treatment,desktop,18-24,155,1,0,0,0
U08825,treatment,mobile,18-24,170,0,0,0,0
U01047,control,mobile,18-24,89,0,0,0,0
U05769,treatment,mobile,45+,80,0,0,0,0
U09948,treatment,desktop,35-44,99,0,0,0,0
U09020,treatment,mobile,35-44,90,1,1,1,129868
U00744,control,mobile,45+,100,0,0,0,0
U00223,control,mobile,18-24,107,0,0,0,0
U03150,control,mobile,18-24,160,0,0,0,0
U00626,control,mobile,35-44,63,0,0,0,0
U09335,treatment,desktop,25-34,187,1,0,0,0
U07567,treatment,desktop,25-34,118,0,0,0,0
U04583,control,desktop,18-24,67,1,0,0,0
U05712,treatment,tablet,18-24,118,0,0,0,0
U03285,control,mobile,25-34,81,1,1,1,265837
U07586,treatment,desktop,18-24,62,1,1,1,265733
U09647,treatment,mobile,18-24,104,0,0,0,0
U01531,control,mobile,25-34,120,0,0,0,0
U09686,treatment,mobile,35-44,176,0,0,0,0
U00354,control,mobile,25-34,64,0,0,0,0
U02475,control,mobile,25-34,99,1,0,0,0
U08014,treatment,mobile,45+,141,1,0,0,0
U06476,treatment,mobile,18-24,94,0,0,0,0
U06450,treatment,mobile,35-44,118,0,0,0,0
U00240,control,mobile,25-34,105,1,0,0,0
U02626,control,tablet,25-34,92,0,0,0,0
U09787,treatment,mobile,35-44,120,0,0,0,0
U07199,treatment,desktop,25-34,159,0,0,0,0
U07693,treatment,desktop,18-24,112,1,1,1,114631
U02998,control,mobile,25-34,74,0,0,0,0
U06441,treatment,mobile,35-44,119,0,0,0,0
U04563,control,desktop,25-34,66,0,0,0,0
U08615,treatment,tablet,18-24,123,0,0,0,0
U01480,control,mobile,18-24,99,0,0,0,0
U01019,control,desktop,25-34,43,0,0,0,0
U03095,control,mobile,25-34,55,1,1,1,201734
U06183,treatment,mobile,35-44,71,1,1,1,261787
U04961,control,mobile,25-34,144,0,0,0,0
U08493,treatment,desktop,25-34,115,1,1,0,0
U01104,control,tablet,45+,36,0,0,0,0
U06082,treatment,mobile,35-44,118,1,0,0,0
U09526,treatment,mobile,25-34,85,0,0,0,0
U05191,treatment,mobile,18-24,128,0,0,0,0
U04182,control,desktop,25-34,97,1,0,0,0
U04468,control,mobile,45+,112,0,0,0,0
U01627,control,mobile,35-44,59,1,1,0,0
U06718,treatment,mobile,18-24,130,0,0,0,0
U03799,control,mobile,18-24,107,0,0,0,0
U03054,control,mobile,25-34,104,0,0,0,0
U02868,control,desktop,25-34,142,0,0,0,0
U01433,control,mobile,35-44,77,1,1,1,274614
U07984,treatment,mobile,25-34,86,0,0,0,0
U09347,treatment,mobile,18-24,83,1,0,0,0
U09420,treatment,desktop,35-44,125,0,0,0,0
U04077,control,mobile,35-44,101,0,0,0,0
U00218,control,desktop,35-44,105,1,1,1,255495
U03556,control,desktop,25-34,113,1,0,0,0
U07937,treatment,mobile,18-24,51,1,1,1,99840
U08422,treatment,desktop,25-34,128,1,1,0,0
U01035,control,mobile,25-34,113,0,0,0,0
U03774,control,desktop,25-34,158,0,0,0,0
U04133,control,desktop,25-34,91,0,0,0,0
U02336,control,mobile,18-24,99,1,1,1,250938
U06493,treatment,tablet,25-34,122,0,0,0,0
U01483,control,mobile,25-34,57,1,0,0,0
U00907,control,desktop,25-34,68,0,0,0,0
U06089,treatment,mobile,18-24,80,0,0,0,0
U06467,treatment,mobile,25-34,85,0,0,0,0
U05677,treatment,mobile,25-34,91,0,0,0,0
U02771,control,mobile,25-34,118,1,0,0,0
U01806,control,desktop,35-44,70,0,0,0,0
U07375,treatment,desktop,18-24,130,1,1,0,0
U02115,control,desktop,25-34,119,1,0,0,0
U04535,control,mobile,25-34,71,0,0,0,0
U02532,control,desktop,18-24,125,0,0,0,0
U08526,treatment,mobile,25-34,105,1,0,0,0
U03471,control,mobile,18-24,72,0,0,0,0
U01403,control,mobile,18-24,111,1,1,1,194641
U00853,control,mobile,35-44,113,0,0,0,0
U03083,control,mobile,18-24,82,0,0,0,0
U08025,treatment,desktop,18-24,87,1,1,1,183303
U07566,treatment,desktop,18-24,172,1,1,1,154144
U05530,treatment,mobile,35-44,88,1,1,1,335023
U07855,treatment,mobile,25-34,112,0,0,0,0
U04933,control,tablet,18-24,90,0,0,0,0
U05160,treatment,desktop,18-24,73,0,0,0,0
U09716,treatment,mobile,25-34,151,0,0,0,0
U03847,control,tablet,45+,107,1,1,1,125838
U06484,treatment,mobile,25-34,116,0,0,0,0
U00748,control,mobile,45+,88,0,0,0,0
U03035,control,mobile,35-44,102,0,0,0,0
U00348,control,mobile,18-24,83,1,1,0,0
U03352,control,mobile,18-24,91,0,0,0,0
U02865,control,mobile,25-34,141,0,0,0,0
U02168,control,mobile,25-34,108,0,0,0,0
U06955,treatment,desktop,35-44,114,0,0,0,0
U06210,treatment,mobile,25-34,113,1,1,0,0
U02778,control,mobile,35-44,100,0,0,0,0
U01442,control,mobile,18-24,97,0,0,0,0
U05658,treatment,mobile,18-24,83,1,0,0,0
U09658,treatment,mobile,18-24,138,1,1,1,238383
U03028,control,desktop,18-24,79,0,0,0,0
U06118,treatment,desktop,45+,85,0,0,0,0
U02484,control,mobile,25-34,97,0,0,0,0
U02883,control,mobile,25-34,72,1,0,0,0
U05562,treatment,mobile,25-34,69,1,1,1,185001
U00764,control,desktop,18-24,144,0,0,0,0
U06482,treatment,mobile,35-44,102,0,0,0,0
U01617,control,tablet,18-24,150,1,1,1,250096
U01223,control,mobile,18-24,115,0,0,0,0
U08665,treatment,mobile,18-24,116,0,0,0,0
U06222,treatment,mobile,35-44,109,1,1,1,238457
U01577,control,mobile,45+,103,0,0,0,0
U09392,treatment,desktop,18-24,90,0,0,0,0
U06351,treatment,mobile,18-24,171,1,0,0,0
U03783,control,mobile,25-34,153,0,0,0,0
U04375,control,mobile,18-24,100,1,1,1,237031
U00709,control,mobile,25-34,19,0,0,0,0
U00510,control,desktop,25-34,93,0,0,0,0
U02955,control,tablet,35-44,70,0,0,0,0
U07538,treatment,mobile,25-34,104,0,0,0,0
U06339,treatment,mobile,25-34,126,0,0,0,0
U08923,treatment,desktop,25-34,167,1,0,0,0
U07064,treatment,desktop,25-34,133,1,0,0,0
U07163,treatment,mobile,35-44,158,0,0,0,0
U07372,treatment,tablet,45+,111,0,0,0,0
U06829,treatment,mobile,25-34,121,0,0,0,0
U03616,control,mobile,45+,140,0,0,0,0
U04657,control,desktop,45+,95,1,1,0,0
U06976,treatment,desktop,18-24,117,1,0,0,0
U04351,control,desktop,18-24,122,1,1,0,0
U00712,control,mobile,45+,112,1,1,1,184329
U06479,treatment,mobile,25-34,73,1,1,0,0
U09130,treatment,mobile,18-24,141,0,0,0,0
U08205,treatment,mobile,35-44,89,0,0,0,0
U09204,treatment,mobile,18-24,74,0,0,0,0
U00713,control,mobile,25-34,101,0,0,0,0
U09113,treatment,mobile,45+,91,0,0,0,0
U01246,control,desktop,25-34,43,0,0,0,0
U09786,treatment,mobile,18-24,101,0,0,0,0
U06849,treatment,mobile,35-44,134,1,1,1,207877
U05134,treatment,tablet,45+,94,0,0,0,0
U00716,control,tablet,25-34,65,1,1,1,165436
U03464,control,mobile,35-44,97,0,0,0,0
U04395,control,tablet,25-34,124,0,0,0,0
U04569,control,mobile,25-34,140,0,0,0,0
U08804,treatment,mobile,25-34,81,0,0,0,0
U08490,treatment,mobile,25-34,125,0,0,0,0
U07702,treatment,mobile,18-24,74,1,0,0,0
U00213,control,desktop,25-34,42,1,0,0,0
U09768,treatment,mobile,18-24,135,0,0,0,0
U06839,treatment,desktop,25-34,82,0,0,0,0
U01011,control,mobile,35-44,68,1,0,0,0
U00324,control,mobile,45+,108,0,0,0,0
U05397,treatment,mobile,25-34,86,0,0,0,0
U05991,treatment,desktop,45+,53,0,0,0,0
U03173,control,mobile,25-34,61,1,1,1,126183
U00335,control,mobile,45+,126,0,0,0,0
U08306,treatment,tablet,18-24,94,1,1,1,234426
U02211,control,desktop,25-34,74,0,0,0,0
U04272,control,tablet,25-34,106,0,0,0,0
U06741,treatment,mobile,45+,139,0,0,0,0
U00234,control,mobile,25-34,149,1,0,0,0
U05951,treatment,mobile,18-24,122,0,0,0,0
U05738,treatment,tablet,45+,126,0,0,0,0
U07922,treatment,desktop,18-24,146,1,1,1,243845
U02349,control,mobile,35-44,118,0,0,0,0
U02037,control,mobile,18-24,104,0,0,0,0
U07485,treatment,desktop,18-24,71,0,0,0,0
U06007,treatment,mobile,35-44,110,0,0,0,0
U04554,control,desktop,25-34,79,1,0,0,0
U08073,treatment,mobile,18-24,138,0,0,0,0
U01459,control,mobile,18-24,83,0,0,0,0
U03289,control,desktop,18-24,119,0,0,0,0
U03065,control,desktop,45+,103,0,0,0,0
U09437,treatment,mobile,18-24,134,0,0,0,0
U00775,control,desktop,18-24,84,0,0,0,0
U06833,treatment,mobile,25-34,103,1,1,0,0
U00872,control,mobile,18-24,142,1,1,1,233384
U08750,treatment,mobile,18-24,94,1,0,0,0
U01264,control,mobile,45+,127,0,0,0,0
U04834,control,mobile,45+,156,0,0,0,0
U03895,control,desktop,18-24,134,0,0,0,0
U06324,treatment,mobile,25-34,94,0,0,0,0
U09213,treatment,mobile,25-34,104,0,0,0,0
U07020,treatment,mobile,18-24,101,0,0,0,0
U01221,control,tablet,35-44,29,0,0,0,0
U01447,control,desktop,45+,104,0,0,0,0
U03185,control,mobile,18-24,134,1,0,0,0
U00409,control,desktop,25-34,75,0,0,0,0
U04345,control,mobile,18-24,141,0,0,0,0
U03022,control,mobile,35-44,54,0,0,0,0
U02304,control,mobile,35-44,96,1,0,0,0
U06272,treatment,tablet,25-34,100,1,0,0,0
U08281,treatment,mobile,35-44,129,0,0,0,0
U06642,treatment,desktop,18-24,80,0,0,0,0
U06956,treatment,desktop,25-34,131,1,0,0,0
U02110,control,tablet,25-34,119,0,0,0,0
U05352,treatment,mobile,18-24,33,0,0,0,0
U09684,treatment,desktop,18-24,81,1,0,0,0
U08344,treatment,mobile,45+,102,1,1,1,265950
U04550,control,desktop,45+,91,1,1,1,245004
U01881,control,desktop,35-44,81,0,0,0,0
U05946,treatment,tablet,45+,67,1,1,1,111763
U01738,control,mobile,18-24,139,0,0,0,0
U07794,treatment,mobile,25-34,90,0,0,0,0
U05213,treatment,mobile,25-34,78,1,1,0,0
U03209,control,mobile,25-34,89,0,0,0,0
U07083,treatment,mobile,35-44,92,1,0,0,0
U02056,control,desktop,18-24,115,1,0,0,0
U01689,control,desktop,25-34,33,1,0,0,0
U04780,control,mobile,25-34,101,1,1,0,0
U07476,treatment,mobile,25-34,142,1,1,1,99650
U07877,treatment,mobile,45+,114,0,0,0,0
U06750,treatment,mobile,18-24,140,0,0,0,0
U08556,treatment,mobile,18-24,120,0,0,0,0
U08123,treatment,mobile,25-34,76,0,0,0,0
U06991,treatment,desktop,35-44,76,1,0,0,0
U08267,treatment,desktop,25-34,143,0,0,0,0
U08540,treatment,mobile,35-44,92,1,1,1,143571
U03393,control,desktop,45+,130,1,1,0,0
U06326,treatment,tablet,25-34,113,1,0,0,0
U03529,control,tablet,25-34,92,0,0,0,0
U04605,control,desktop,25-34,90,0,0,0,0
U07024,treatment,desktop,18-24,106,1,0,0,0
U06322,treatment,mobile,45+,115,0,0,0,0
U00746,control,desktop,25-34,35,1,0,0,0
U00711,control,desktop,18-24,81,1,0,0,0
U00380,control,mobile,18-24,129,0,0,0,0
U08783,treatment,mobile,25-34,99,1,1,1,188308
U03012,control,mobile,25-34,105,1,0,0,0
U08859,treatment,desktop,25-34,110,1,1,1,210125
U07153,treatment,mobile,25-34,114,1,1,1,147143
U08567,treatment,tablet,18-24,84,0,0,0,0
U03498,control,desktop,25-34,70,1,1,0,0
U03890,control,mobile,18-24,115,1,0,0,0
U04485,control,mobile,35-44,83,0,0,0,0
U04012,control,mobile,25-34,55,1,1,1,349033
U02620,control,mobile,25-34,158,0,0,0,0
U06671,treatment,mobile,25-34,129,0,0,0,0
U06513,treatment,mobile,25-34,91,0,0,0,0
U03468,control,desktop,25-34,146,0,0,0,0
U01314,control,desktop,18-24,110,1,1,1,60840
U08606,treatment,mobile,25-34,66,1,0,0,0
U02070,control,mobile,18-24,73,0,0,0,0
U02983,control,desktop,25-34,80,0,0,0,0
U05915,treatment,mobile,35-44,116,1,0,0,0
U09171,treatment,mobile,18-24,43,1,1,1,166565
U01286,control,mobile,25-34,93,1,0,0,0
U08991,treatment,mobile,18-24,149,1,1,0,0
U08430,treatment,desktop,45+,53,0,0,0,0
U01350,control,mobile,35-44,44,0,0,0,0
U02612,control,mobile,18-24,95,0,0,0,0
U09495,treatment,mobile,18-24,114,0,0,0,0
U03669,control,mobile,18-24,112,0,0,0,0
U02222,control,mobile,18-24,80,0,0,0,0
U00428,control,desktop,18-24,87,0,0,0,0
U00654,control,desktop,25-34,95,0,0,0,0
U09914,treatment,desktop,25-34,41,0,0,0,0
U03536,control,mobile,25-34,58,0,0,0,0
U07737,treatment,mobile,25-34,62,0,0,0,0
U03246,control,mobile,25-34,121,0,0,0,0
U04741,control,desktop,18-24,51,0,0,0,0
U09069,treatment,tablet,18-24,163,1,1,0,0
U04100,control,mobile,25-34,66,1,0,0,0
U04101,control,desktop,25-34,130,0,0,0,0
U06960,treatment,tablet,18-24,161,1,1,1,178822
U00612,control,desktop,25-34,112,0,0,0,0
U04289,control,mobile,25-34,52,0,0,0,0
U08571,treatment,desktop,35-44,132,0,0,0,0
U09713,treatment,desktop,25-34,113,1,0,0,0
U01544,control,mobile,18-24,97,0,0,0,0
U09536,treatment,desktop,25-34,44,0,0,0,0
U03854,control,tablet,25-34,87,1,0,0,0
U00555,control,desktop,35-44,61,1,1,1,236902
U06366,treatment,mobile,18-24,86,0,0,0,0
U00512,control,mobile,45+,125,0,0,0,0
U03207,control,desktop,18-24,110,1,0,0,0
U08085,treatment,desktop,25-34,135,0,0,0,0
U00968,control,mobile,18-24,69,1,0,0,0
U06044,treatment,tablet,35-44,114,0,0,0,0
U06880,treatment,desktop,18-24,66,1,1,0,0
U06776,treatment,mobile,35-44,169,1,0,0,0
U03296,control,mobile,35-44,120,0,0,0,0
U08702,treatment,desktop,25-34,142,0,0,0,0
U03430,control,mobile,18-24,81,0,0,0,0
U08871,treatment,mobile,18-24,92,1,1,1,226559
U06963,treatment,desktop,25-34,128,1,0,0,0
U02089,control,desktop,25-34,65,0,0,0,0
U08500,treatment,desktop,35-44,93,0,0,0,0
U06163,treatment,desktop,25-34,58,0,0,0,0
U03211,control,mobile,18-24,69,0,0,0,0
U09201,treatment,mobile,35-44,130,0,0,0,0
U06606,treatment,tablet,25-34,133,1,0,0,0
U01110,control,mobile,45+,129,1,1,1,199980
U05729,treatment,desktop,35-44,111,0,0,0,0
U07830,treatment,mobile,25-34,146,1,1,1,185691
U01039,control,mobile,18-24,109,0,0,0,0
U01195,control,mobile,25-34,131,0,0,0,0
U04475,control,desktop,45+,69,0,0,0,0
U09875,treatment,tablet,35-44,114,0,0,0,0
U02123,control,tablet,25-34,135,1,0,0,0
U04983,control,desktop,25-34,64,0,0,0,0
U08974,treatment,tablet,18-24,141,0,0,0,0
U05701,treatment,mobile,25-34,118,0,0,0,0
U00935,control,mobile,25-34,116,0,0,0,0
U06102,treatment,mobile,25-34,147,1,1,1,191742
U04690,control,tablet,35-44,110,0,0,0,0
U00395,control,mobile,35-44,121,0,0,0,0
U04686,control,mobile,25-34,96,0,0,0,0
U08777,treatment,mobile,18-24,178,1,1,1,206496
U09166,treatment,desktop,25-34,99,0,0,0,0
U05981,treatment,desktop,18-24,121,1,0,0,0
U09943,treatment,mobile,18-24,168,0,0,0,0
U02192,control,desktop,25-34,60,1,1,1,289403
U01298,control,mobile,18-24,137,0,0,0,0
U05045,treatment,mobile,35-44,95,0,0,0,0
U01163,control,mobile,18-24,107,0,0,0,0
U04255,control,mobile,35-44,116,0,0,0,0
U06373,treatment,mobile,35-44,115,1,1,1,186639
U01528,control,mobile,35-44,76,0,0,0,0
U04343,control,desktop,35-44,114,0,0,0,0
U02031,control,mobile,25-34,73,1,1,1,82327
U03061,control,mobile,25-34,10,0,0,0,0
U00059,control,mobile,25-34,97,0,0,0,0
U02406,control,desktop,18-24,56,0,0,0,0
U05007,treatment,desktop,18-24,119,1,0,0,0
U06158,treatment,desktop,25-34,170,0,0,0,0
U07376,treatment,desktop,35-44,54,0,0,0,0
U04507,control,desktop,18-24,120,0,0,0,0
U05215,treatment,desktop,25-34,107,1,0,0,0
U06030,treatment,mobile,18-24,114,0,0,0,0
U01781,control,mobile,25-34,83,0,0,0,0
U05448,treatment,desktop,45+,131,1,1,1,207711
U04607,control,desktop,35-44,94,0,0,0,0
U06915,treatment,mobile,25-34,115,0,0,0,0
U00677,control,mobile,25-34,95,0,0,0,0
U03583,control,mobile,35-44,83,0,0,0,0
U03654,control,mobile,25-34,129,0,0,0,0
U07921,treatment,desktop,18-24,151,1,0,0,0
U09500,treatment,mobile,35-44,155,1,1,0,0
U02733,control,mobile,18-24,85,1,0,0,0
U04788,control,desktop,18-24,90,0,0,0,0
U02755,control,desktop,18-24,69,0,0,0,0
U02338,control,mobile,18-24,89,0,0,0,0
U03644,control,mobile,18-24,122,0,0,0,0
U07738,treatment,mobile,45+,98,0,0,0,0
U05517,treatment,desktop,18-24,111,0,0,0,0
U05247,treatment,mobile,35-44,72,0,0,0,0
U00867,control,mobile,35-44,125,1,1,1,140433
U04448,control,desktop,35-44,93,1,1,1,252008
U05072,treatment,desktop,18-24,148,1,0,0,0
U04882,control,mobile,25-34,54,0,0,0,0
U09511,treatment,mobile,25-34,122,0,0,0,0
U03003,control,mobile,18-24,49,0,0,0,0
U02226,control,mobile,45+,91,1,1,0,0
U09057,treatment,mobile,18-24,106,1,1,1,227319
U04827,control,desktop,25-34,119,1,1,1,50000
U07622,treatment,mobile,45+,125,1,1,0,0
U09690,treatment,mobile,25-34,65,0,0,0,0
U05501,treatment,desktop,25-34,58,0,0,0,0
U09701,treatment,mobile,45+,111,0,0,0,0
U08479,treatment,mobile,45+,131,1,0,0,0
U05503,treatment,desktop,45+,132,0,0,0,0
U01211,control,mobile,25-34,150,0,0,0,0
U09084,treatment,mobile,35-44,147,0,0,0,0
U02289,control,mobile,45+,102,1,1,1,120847
U02184,control,mobile,35-44,142,1,1,1,134300
U02863,control,tablet,18-24,85,0,0,0,0
U06862,treatment,mobile,25-34,77,0,0,0,0
U02363,control,mobile,25-34,112,1,0,0,0
U08464,treatment,mobile,25-34,70,0,0,0,0
U06333,treatment,mobile,25-34,170,1,1,1,174619
U04065,control,desktop,25-34,70,0,0,0,0
U09547,treatment,mobile,35-44,167,1,1,1,139621
U00618,control,mobile,18-24,133,0,0,0,0
U03282,control,mobile,45+,81,0,0,0,0
U05227,treatment,desktop,18-24,125,0,0,0,0
U03398,control,desktop,25-34,80,0,0,0,0
U03066,control,mobile,18-24,89,0,0,0,0
U00767,control,desktop,18-24,65,1,1,1,203204
U07079,treatment,desktop,25-34,134,1,0,0,0
U05280,treatment,mobile,25-34,125,0,0,0,0
U04150,control,desktop,25-34,81,1,0,0,0
U01145,control,mobile,35-44,85,0,0,0,0
U04249,control,mobile,18-24,85,0,0,0,0
U04111,control,mobile,45+,76,0,0,0,0
U00463,control,desktop,18-24,55,0,0,0,0
U02933,control,mobile,25-34,78,1,0,0,0
U04624,control,desktop,35-44,78,0,0,0,0
U03814,control,desktop,25-34,103,0,0,0,0
U06309,treatment,desktop,18-24,133,1,1,0,0
U04342,control,mobile,25-34,98,1,1,1,75340
U05301,treatment,desktop,35-44,110,0,0,0,0
U06805,treatment,desktop,18-24,116,0,0,0,0
U03283,control,desktop,35-44,117,0,0,0,0
U02575,control,mobile,18-24,105,0,0,0,0
U07962,treatment,desktop,25-34,122,0,0,0,0
U07880,treatment,mobile,45+,98,0,0,0,0
U00829,control,desktop,25-34,107,0,0,0,0
U06487,treatment,mobile,35-44,71,0,0,0,0
U07600,treatment,mobile,35-44,69,0,0,0,0
U02541,control,desktop,18-24,85,0,0,0,0
U05747,treatment,desktop,35-44,118,1,0,0,0
U08527,treatment,mobile,45+,106,0,0,0,0
U09567,treatment,desktop,35-44,145,1,1,1,228436
U03743,control,desktop,25-34,140,1,0,0,0
U07499,treatment,mobile,45+,150,0,0,0,0
U03525,control,mobile,25-34,60,1,1,1,203501
U00021,control,desktop,25-34,134,0,0,0,0
U01916,control,desktop,18-24,101,0,0,0,0
U06572,treatment,desktop,25-34,113,1,1,1,200064
U09019,treatment,mobile,25-34,86,1,0,0,0
U02013,control,desktop,18-24,73,0,0,0,0
U05406,treatment,mobile,25-34,140,1,1,0,0
U01296,control,mobile,35-44,49,1,0,0,0
U03746,control,mobile,25-34,116,1,0,0,0
U00592,control,desktop,25-34,65,1,0,0,0
U01407,control,desktop,25-34,119,1,0,0,0
U00222,control,mobile,25-34,59,0,0,0,0
U05618,treatment,mobile,18-24,92,1,1,1,100189
U06249,treatment,mobile,25-34,75,0,0,0,0
U04419,control,mobile,25-34,130,0,0,0,0
U00859,control,mobile,18-24,99,0,0,0,0
U01784,control,desktop,25-34,71,1,1,1,204228
U07260,treatment,mobile,25-34,82,1,0,0,0
U06857,treatment,mobile,18-24,165,0,0,0,0
U01955,control,tablet,35-44,77,1,1,1,157774
U01747,control,mobile,25-34,110,0,0,0,0
U03133,control,tablet,45+,44,0,0,0,0
U08037,treatment,mobile,18-24,146,0,0,0,0
U08851,treatment,mobile,45+,124,0,0,0,0
U00995,control,mobile,18-24,61,1,0,0,0
